Sample Name,solute_smiles,RT,Solvent,Solubility,solvent_smiles
Z-D-Phg-OH,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=CC=C2)C(=O)O,4.698,DMSO,1,CS(=O)C
"meso-1,2-Dibromo-1,2-diphenylethane",C1=CC=C(C=C1)C(C(C2=CC=CC=C2)Br)Br,5.646,DMSO,0,CS(=O)C
mono-tert-Butyl_succinate,CC(C)(C)OC(=O)CCC(=O)O,4.07,DMSO,1,CS(=O)C
pentafluorobenzyl-bromide,C(C1=C(C(=C(C(=C1F)F)F)F)F)Br,3.384,DMSO,1,CS(=O)C
"trans-1,2-Bis(phenylsulfonyl)ethylene",C1=CC=C(C=C1)S(=O)(=O)/C=C/S(=O)(=O)C2=CC=CC=C2,5.132,DMSO,0,CS(=O)C
trans-4-(9-Fluorenylmethyloxycarbonylaminomethyl)-cyclohexanoic_acid,C1CC(CCC1CNC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,5.095,DMSO,0,CS(=O)C
trans-Aconitic-acid,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,0.0,DMSO,1,CS(=O)C
(1-BROMOETHYL)BENZENE,CC(C1=CC=CC=C1)Br,0.0,DMSO,1,CS(=O)C
"(2,6-Dioxo-piperidin-4-yl)-acetic_acid",C1C(CC(=O)NC1=O)CC(=O)O,3.569,DMSO,1,CS(=O)C
(2-BENZYLOXYCARBONYLAMINO-ACETYLAMINO)-ACETIC_ACID,C1=CC=C(C=C1)COC(=O)NCC(=O)NCC(=O)O,0.0,DMSO,1,CS(=O)C
(2S)-2-{[(9H-fluoren-9-ylmethoxy)carbonyl]amino}-4-hydroxybutanoic acid,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)N[C@@H](CCO)C(=O)O,3.732,DMSO,1,CS(=O)C
"(2S,5S)-1-Hydroxy-2,5-diphenylphospholane 1-oxide",C1C[C@H](P(=O)([C@@H]1C2=CC=CC=C2)O)C3=CC=CC=C3,0.0,DMSO,0,CS(=O)C
"(?S)-4-(1,1-Dimethylethoxy)-?-[[(9H-fluoren-9-ylmethoxy)carbonyl]amino]benzenebutanoic_acid",CC(C)(C)OC1=CC=C(C=C1)CC[C@@H](C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,6.277,DMSO,1,CS(=O)C
(R)-(-)-2-Methoxy-2-phenylethanol,CO[C@@H](CO)C1=CC=CC=C1,4.365,DMSO,1,CS(=O)C
"(S)-(-)-2-Amino-3-methyl-1,1-diphenyl-1-butanol",CC(C)[C@@H](C(C1=CC=CC=C1)(C2=CC=CC=C2)O)N,3.014,DMSO,1,CS(=O)C
(S)-Benzyl 2-(((S)-1-methoxy-4-methyl-1-oxopentan-2-yl)carbamoyl)pyrrolidine-1-carboxylate,CC(C)C[C@@H](C(=O)OC)NC(=O)[C@@H]1CCCN1C(=O)OCC2=CC=CC=C2,5.47,DMSO,1,CS(=O)C
"1,1,1-Tris(4-hydroxyphenyl)ethane",CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,5.602,DMSO,1,CS(=O)C
"1,1,3-Triphenylpropargyl alcohol",C1=CC=C(C=C1)C#CC(C2=CC=CC=C2)(C3=CC=CC=C3)O,6.401,DMSO,1,CS(=O)C
"1,2-Bis(4-hydroxyphenyl)ethane-1,2-dione",C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)O)O,5.685,DMSO,1,CS(=O)C
"1,3-Bis(trifluoromethyl)-5-bromobenzene",C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,6.506,DMSO,1,CS(=O)C
"1,3-Butanediol-diacrylate",CC(CCOC(=O)C=C)OC(=O)C=C,5.31,DMSO,1,CS(=O)C
"1,3-Dimethyl 2-[(4-methoxyphenyl)methylene]propanedioate",COC1=CC=C(C=C1)C=C(C(=O)OC)C(=O)OC,5.496,DMSO,1,CS(=O)C
"1,3-Diphenylacetone_p-tosylhydrazone",CC1=CC=C(C=C1)S(=O)(=O)NN=C(CC2=CC=CC=C2)CC3=CC=CC=C3,6.301,DMSO,0,CS(=O)C
"1,4-Bis(bromomethyl)-2,3,5,6-tetrafluorobenzene_",C(C1=C(C(=C(C(=C1F)F)CBr)F)F)Br,6.311,DMSO,0,CS(=O)C
"1,4-Cyclohexanedicarboxylic-acid",C1CC(CCC1C(=O)O)C(=O)O,5.063,DMSO,0,CS(=O)C
"1,4-Dibromo-2,3-butanedione",C(C(=O)C(=O)CBr)Br,4.258,DMSO,1,CS(=O)C
1-(4-Biphenyl)-1-ethanol,CC(C1=CC=C(C=C1)C2=CC=CC=C2)O,5.763,DMSO,0,CS(=O)C
"1-(9H-Fluoren-9-ylmethyl) (2S,4S)-4-[[(1,1-dimethylethoxy)carbonyl]amino]-1,2-pyrrolidinedicarboxylate_",CC(C)(C)OC(=O)N[C@H]1C[C@H](N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,0.0,DMSO,1,CS(=O)C
1-(tert-Butoxycarbonyl)-4-[(9H-fluoren-9-ylmethoxy)carbonyl]-2-piperazinecarboxylic_acid,CC(C)(C)OC(=O)N1CCN(CC1C(=O)O)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,0.0,DMSO,1,CS(=O)C
1-BROMO-3-METHYLBUTANE,CC(C)CCBr,6.308,DMSO,1,CS(=O)C
1-Benzofuran-5-carboxylic_acid,C1=CC2=C(C=CO2)C=C1C(=O)O,0.0,DMSO,0,CS(=O)C
1-Benzylpiperidine,C1CCN(CC1)CC2=CC=CC=C2,0.0,DMSO,1,CS(=O)C
1-Bromo-4-(trifluoromethoxy)benzene,C1=CC(=CC=C1OC(F)(F)F)Br,6.395,DMSO,1,CS(=O)C
1-Bromopentanemethylbenzene,CC1=C(C(=C(C(=C1C)C)Br)C)C,0.0,DMSO,0,CS(=O)C
1-Phenyl-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic_acid,C1=CC=C(C=C1)N2C(=C(C=N2)C(=O)O)C(F)(F)F,6.759,DMSO,1,CS(=O)C
1-Pyrenemethanol,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CO,6.426,DMSO,1,CS(=O)C
"1-Tosyl-2,5-dihydro-1H-pyrrole",CC1=CC=C(C=C1)S(=O)(=O)N2CC=CC2,5.458,DMSO,1,CS(=O)C
"2,2"",4,4""-Tetramethylbenzophenone",CC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)C)C)C,0.0,DMSO,1,CS(=O)C
"2,2,2-TRIFLUOROACETOPHENONE",C1=CC=C(C=C1)C(=O)C(F)(F)F,4.892,DMSO,1,CS(=O)C
"2,3,4-Trifluorobenzoic acid",C1=CC(=C(C(=C1C(=O)O)F)F)F,0.0,DMSO,1,CS(=O)C
"2,3,6,7,10,11-Hexamethoxytriphenylene",COC1=C(C=C2C(=C1)C3=CC(=C(C=C3C4=CC(=C(C=C24)OC)OC)OC)OC)OC,6.081,DMSO,0,CS(=O)C
"2,4,6-Tris(bromomethyl)mesitylene",CC1=C(C(=C(C(=C1CBr)C)CBr)C)CBr,6.749,DMSO,0,CS(=O)C
"2,4-Dichlorophenol",C1=CC(=C(C=C1Cl)Cl)O,6.191,DMSO,1,CS(=O)C
"2,6-Bis[(4S)-4-phenyl-2-oxazolinyl]pyridine",C1[C@@H](N=C(O1)C2=NC(=CC=C2)C3=N[C@H](CO3)C4=CC=CC=C4)C5=CC=CC=C5,5.752,DMSO,0,CS(=O)C
"2,6-Dichloroiodobenzene",C1=CC(=C(C(=C1)Cl)I)Cl,6.749,DMSO,1,CS(=O)C
"2,6-Diisopropylphenol",CC(C)C1=C(C(=CC=C1)C(C)C)O,6.456,DMSO,1,CS(=O)C
"2,6-Dimethoxy-1,4-benzoquinone",COC1=CC(=O)C=C(C1=O)OC,3.784,DMSO,0,CS(=O)C
"2,6-Dimethoxybenzoyl_chloride",COC1=C(C(=CC=C1)OC)C(=O)Cl,0.0,DMSO,0,CS(=O)C
2-(3-Chlorophenoxy)propionic-acid,CC(C(=O)O)OC1=CC(=CC=C1)Cl,0.0,DMSO,1,CS(=O)C
2-(4-Chlorobenzoyl)benzoic_acid,C1=CC=C(C(=C1)C(=O)C2=CC=C(C=C2)Cl)C(=O)O,0.0,DMSO,1,CS(=O)C
2-(Diphenylphosphino)benzoic-acid,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3C(=O)O,0.0,DMSO,1,CS(=O)C
2-(Trifluoromethyl)pyridine-4-carboxylic_acid,C1=CN=C(C=C1C(=O)O)C(F)(F)F,0.0,DMSO,1,CS(=O)C
2-Amino-4-phenylphenol,C1=CC=C(C=C1)C2=CC(=C(C=C2)O)N,4.969,DMSO,1,CS(=O)C
2-Amino-6-bromopyridine,C1=CC(=NC(=C1)Br)N,4.595,DMSO,1,CS(=O)C
2-Benzyloxybenzoic_acid ,C1=CC=C(C=C1)COC2=CC=CC=C2C(=O)O,6.665,DMSO,1,CS(=O)C
"2-Bromo-2',6'-diisopropoxy-1,1'-biphenyl",CC(C)OC1=C(C(=CC=C1)OC(C)C)C2=CC=CC=C2Br,0.0,DMSO,1,CS(=O)C
2-Bromo-5-(trifluoromethyl)benzaldehyde,C1=CC(=C(C=C1C(F)(F)F)C=O)Br,6.015,DMSO,1,CS(=O)C
2-Bromo-5-chlorotoluene,CC1=C(C=CC(=C1)Cl)Br,6.784,DMSO,1,CS(=O)C
2-Bromoanthraquinone,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)Br,0.0,DMSO,1,CS(=O)C
2-Bromonaphthalen-1-ol,C1=CC=C2C(=C1)C=CC(=C2O)Br,6.324,DMSO,1,CS(=O)C
2-Bromophenethylamine,C1=CC=C(C(=C1)CCN)Br,0.0,DMSO,1,CS(=O)C
2-Bromotoluene,CC1=CC=CC=C1Br,6.386,DMSO,1,CS(=O)C
2-Hydroxy-4-(trifluoromethyl)aniline,C1=CC(=C(C=C1C(F)(F)F)O)N,5.296,DMSO,1,CS(=O)C
2-Iodobenzaldehyde,C1=CC=C(C(=C1)C=O)I,5.768,DMSO,1,CS(=O)C
2-Iodobenzyl_bromide,C1=CC=C(C(=C1)CBr)I,6.329,DMSO,1,CS(=O)C
2-Iodopyridine,C1=CC=NC(=C1)I,4.887,DMSO,1,CS(=O)C
2-Isopropylthioxanthone,CC(C)C1=CC2=C(C=C1)SC3=CC=CC=C3C2=O,0.0,DMSO,0,CS(=O)C
"2-Methyl-5-(trifluoromethyl)-1,3-benzoxazole",CC1=NC2=C(O1)C=CC(=C2)C(F)(F)F,5.575,DMSO,1,CS(=O)C
"3,3-Dimethyl-1-indanone",CC1(CC(=O)C2=CC=CC=C21)C,5.447,DMSO,1,CS(=O)C
"3,4,5-TRIBROMO-1H-PYRAZOLE",C1(=C(NN=C1Br)Br)Br,6.39,DMSO,1,CS(=O)C
"3,4,7,8-Tetramethyl-1,10-phenanthroline",CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C,3.501,DMSO,0,CS(=O)C
"3,5-Di-tert-butylbenzoic acid",CC(C)(C)C1=CC(=CC(=C1)C(=O)O)C(C)(C)C,0.0,DMSO,1,CS(=O)C
"3,5-Dibromotoluene",CC1=CC(=CC(=C1)Br)Br,0.0,DMSO,1,CS(=O)C
"3,5-Dimethylbenzoyl_chloride",CC1=CC(=CC(=C1)C(=O)Cl)C,0.0,DMSO,1,CS(=O)C
"3,6-Dimethoxy-9H-carbazole",COC1=CC2=C(C=C1)NC3=C2C=C(C=C3)OC,5.86,DMSO,1,CS(=O)C
3-(2-Naphthyl)acrylic_acid,C1=CC=C2C=C(C=CC2=C1)/C=C/C(=O)O,0.0,DMSO,1,CS(=O)C
3-(Phenylthio)propanoic-acid,C1=CC=C(C=C1)SCCC(=O)O,0.0,DMSO,1,CS(=O)C
3-(tert-Butoxycarbonyl)benzoic_acid,CC(C)(C)OC(=O)C1=CC=CC(=C1)C(=O)O,0.0,DMSO,1,CS(=O)C
3-Bromobenzoyl_chloride,C1=CC(=CC(=C1)Br)C(=O)Cl,0.0,DMSO,1,CS(=O)C
3-Bromopropionyl_chloride,C(CBr)C(=O)Cl,0.0,DMSO,1,CS(=O)C
3-Chloro-4-methoxyaniline,COC1=C(C=C(C=C1)N)Cl,3.349,DMSO,1,CS(=O)C
3-[[(9H-Fluoren-9-ylmethoxy)carbonyl]amino]-2-naphthalenecarboxylic acid,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)NC(=O)OCC3C4=CC=CC=C4C5=CC=CC=C35,5.672,DMSO,0,CS(=O)C
"4,4',4''-Trimethoxytrityl chloride",COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)(C3=CC=C(C=C3)OC)Cl,6.038,DMSO,0,CS(=O)C
"4,4'-Dihydroxybiphenyl",C1=CC(=CC=C1C2=CC=C(C=C2)O)O,5.345,DMSO,1,CS(=O)C
"4,4'-Dimethoxybenzophenone",COC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)OC,5.848,DMSO,0,CS(=O)C
"4,4?,4??-(1,3,5-TRIAZINE-2,4,6-TRIYL)TRIBENZALDEHYDE",C1=CC(=CC=C1C=O)C2=NC(=NC(=N2)C3=CC=C(C=C3)C=O)C4=CC=C(C=C4)C=O,5.916,DMSO,0,CS(=O)C
4-(Bromomethyl)benzoic_acid,C1=CC(=CC=C1CBr)C(=O)O,0.0,DMSO,1,CS(=O)C
4-(Hydroxymethyl)phenylacetic-acid,C1=CC(=CC=C1CC(=O)O)CO,4.948,DMSO,1,CS(=O)C
4-(Trifluoroacetyl)phenacyl-bromide,C1=CC(=CC=C1C(=O)CBr)C(=O)C(F)(F)F,5.209,DMSO,1,CS(=O)C
4-(Trifluoromethyl)benzylamine,C1=CC(=CC=C1CN)C(F)(F)F,0.0,DMSO,1,CS(=O)C
"4-Bromo-3,5-dimethoxybenzoic acid",COC1=CC(=CC(=C1Br)OC)C(=O)O,0.0,DMSO,1,CS(=O)C
4-Bromo-L-phenylalanine,C1=CC(=CC=C1C[C@@H](C(=O)O)N)Br,3.583,DMSO,0,CS(=O)C
4-Chlorobenzenesulfonic_acid,C1=CC(=CC=C1S(=O)(=O)O)Cl,0.0,DMSO,1,CS(=O)C
4-Chloropyridine-3-carboxylic_acid,C1=CN=CC(=C1Cl)C(=O)O,2.319,DMSO,1,CS(=O)C
"4-Hydroxy-3,5-diiodobenzoic acid",C1=C(C=C(C(=C1I)O)I)C(=O)O,0.0,DMSO,1,CS(=O)C
4-Hydroxyphthalic_acid,C1=CC(=C(C=C1O)C(=O)O)C(=O)O,0.0,DMSO,1,CS(=O)C
4-Methoxybiphenyl,COC1=CC=C(C=C1)C2=CC=CC=C2,6.312,DMSO,1,CS(=O)C
4-Methoxytriphenylamine,COC1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=CC=C3,0.0,DMSO,0,CS(=O)C
4-tert-Butylbenzoyl_chloride,CC(C)(C)C1=CC=C(C=C1)C(=O)Cl,0.0,DMSO,1,CS(=O)C
"5,7-Dimethyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxylic acid",CC1=CC(=NC2=NC(=NN12)C(=O)O)C,0.0,DMSO,0,CS(=O)C
5-(Trifluoromethyl)indole,C1=CC2=C(C=CN2)C=C1C(F)(F)F,6.048,DMSO,0,CS(=O)C
5-(Trifluoromethyl)pyridine-2-carboxaldehyde,C1=CC(=NC=C1C(F)(F)F)C=O,0.0,DMSO,1,CS(=O)C
5-Bromo-2-furoic_acid,C1=C(OC(=C1)Br)C(=O)O,0.0,DMSO,1,CS(=O)C
5-Bromo-2-phenylpyridine,C1=CC=C(C=C1)C2=NC=C(C=C2)Br,6.401,DMSO,1,CS(=O)C
"6,6'-Dibromo-1,1'-bi-2-naphthol",C1=CC2=C(C=CC(=C2C3=C(C=CC4=C3C=CC(=C4)Br)O)O)C=C1Br,6.717,DMSO,1,CS(=O)C
8-Isoquinolinecarboxaldehyde,C1=CC2=C(C=NC=C2)C(=C1)C=O,3.313,DMSO,1,CS(=O)C
Allyl-alpha-D-glucopyranoside,C=CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,1.204,DMSO,1,CS(=O)C
Aniline-2-sulfonic_acid,C1=CC=C(C(=C1)N)S(=O)(=O)O,6.718,DMSO,1,CS(=O)C
Bis(diphenylphosphino)methane,C1=CC=C(C=C1)P(CP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,0.0,DMSO,0,CS(=O)C
DL-beta-Phenylalanine,C1=CC=C(C=C1)C(CC(=O)O)N,1.658,DMSO,0,CS(=O)C
Di-tert-butylcyclopentadiene,CC(C)(C)C1C=CC(=C1)C(C)(C)C,0.0,DMSO,1,CS(=O)C
Dibenzyl-malonate,C1=CC=C(C=C1)COC(=O)CC(=O)OCC2=CC=CC=C2,5.942,DMSO,1,CS(=O)C
Dibromomaleic-acid,C(=C(\C(=O)O)/Br)(\C(=O)O)/Br,0.0,DMSO,1,CS(=O)C
Diethyl 4-Methoxyphenylphosphonate,CCOP(=O)(C1=CC=C(C=C1)OC)OCC,4.853,DMSO,1,CS(=O)C
Diethyl_dibutylmalonate,CCCCC(CCCC)(C(=O)OCC)C(=O)OCC,0.0,DMSO,1,CS(=O)C
Diethyl_phenylmalonate,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,5.921,DMSO,1,CS(=O)C
"Dimethyl 1,3-cyclohexadiene-1,4-dicarboxylate",COC(=O)C1=CC=C(CC1)C(=O)OC,5.288,DMSO,0,CS(=O)C
"Dimethyl 2,2'-bipyridine-4,4'-dicarboxylate",COC(=O)C1=CC(=NC=C1)C2=NC=CC(=C2)C(=O)OC,5.764,DMSO,0,CS(=O)C
Dimethyl-propargylmalonate,COC(=O)C(CC#C)C(=O)OC,0.0,DMSO,1,CS(=O)C
Ethyl 2-cyclohexanoneacetate,CCOC(=O)CC1CCCCC1=O,5.042,DMSO,1,CS(=O)C
Ethyl 3-thiopheneacetate,CCOC(=O)CC1=CSC=C1,5.455,DMSO,1,CS(=O)C
"Ethyl 4,4,4-trifluoroacetoacetate",CCOC(=O)CC(=O)C(F)(F)F,4.325,DMSO,1,CS(=O)C
Ethyl mesitylglyoxylate,CCOC(=O)C(=O)C1=C(C=C(C=C1C)C)C,6.07,DMSO,1,CS(=O)C
Ethyl-3-oxohexanoate,CCCC(=O)CC(=O)OCC,4.983,DMSO,1,CS(=O)C
Ethyl-4-bromocrotonate,CCOC(=O)/C=C/CBr,5.389,DMSO,1,CS(=O)C
Ethyl-4-iodobenzoate,CCOC(=O)C1=CC=C(C=C1)I,6.432,DMSO,1,CS(=O)C
FMOC-D-ORN(ALOC)-OH,C=CCOC(=O)NCCC[C@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,0.0,DMSO,1,CS(=O)C
Flavanone,C1C(OC2=CC=CC=C2C1=O)C3=CC=CC=C3,5.947,DMSO,1,CS(=O)C
Flufenamic-acid,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,0.0,DMSO,1,CS(=O)C
Hematein,C1C2=CC(=C(C=C2C3=C4C=CC(=O)C(=C4OCC31O)O)O)O,5.585,DMSO,0,CS(=O)C
METHYL 2-PHTHALIMIDOACETATE,COC(=O)CN1C(=O)C2=CC=CC=C2C1=O,5.872,DMSO,1,CS(=O)C
"Methyl 6-oxo-1,6-dihydropyridine-2-carboxylate",COC(=O)C1=CC=CC(=O)N1,3.265,DMSO,1,CS(=O)C
"Methyl-2,6-dimethoxybenzoate",COC1=C(C(=CC=C1)OC)C(=O)OC,4.99,DMSO,1,CS(=O)C
Methyl-3-bromo-4-iodobenzoate,COC(=O)C1=CC(=C(C=C1)I)Br,6.546,DMSO,0,CS(=O)C
"Methyl-6-Oxo-1,6-dihydropyridazine-3-carboxylate",COC(=O)C1=NNC(=O)C=C1,3.114,DMSO,1,CS(=O)C
Methyl-diethylphosphonoacetate,CCOP(=O)(CC(=O)OC)OCC,3.921,DMSO,1,CS(=O)C
N(im)-Trityl-L-histidine,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=C(N=C4)C[C@@H](C(=O)O)N,4.065,DMSO,0,CS(=O)C
"N,N-Dimethyl-L-phenylalanine",CN(C)[C@@H](CC1=CC=CC=C1)C(=O)O,2.647,DMSO,0,CS(=O)C
N-Acetyl-L-tryptophan,CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,0.0,DMSO,1,CS(=O)C
N-Benzylidenebenzylamine,C1=CC=C(C=C1)CN=CC2=CC=CC=C2,4.87,DMSO,1,CS(=O)C
N-Phthaloylglycine,C1=CC=C2C(=C1)C(=O)N(C2=O)CC(=O)O,0.0,DMSO,1,CS(=O)C
"N-[(1,1-Dimethylethoxy)carbonyl]-L-histidine methyl_ester",CC(C)(C)OC(=O)N[C@@H](CC1=CN=CN1)C(=O)OC,0.0,DMSO,1,CS(=O)C
N-[(Phenylmethoxy)carbonyl]-O-(phenylmethyl)-L-serine_,C1=CC=C(C=C1)COC[C@@H](C(=O)O)NC(=O)OCC2=CC=CC=C2,0.0,DMSO,1,CS(=O)C
"N6-[(1,1-Dimethylethoxy)carbonyl]-N2-[(9H-fluoren-9-ylmethoxy)carbonyl]-2-methyl-D-lysine",C[C@@](CCCCNC(=O)OC(C)(C)C)(C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,6.201,DMSO,1,CS(=O)C
"N6-[(1,1-Dimethylethoxy)carbonyl]-N2-[(phenylmethoxy)carbonyl]-L-lysine",CC(C)(C)OC(=O)NCCCC[C@@H](C(=O)O)NC(=O)OCC1=CC=CC=C1,0.0,DMSO,1,CS(=O)C
Nalpha-[(9H-Fluoren-9-ylmethoxy)carbonyl]-L-threonine tert-Butyl-Ester,C[C@H]([C@@H](C(=O)OC(C)(C)C)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13)O,6.179,DMSO,1,CS(=O)C
Phenyl-benzoate,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,6.129,DMSO,1,CS(=O)C
Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,0.0,DMSO,0,CS(=O)C
Protocatechuic_acid,C1=CC(=C(C=C1C(=O)O)O)O,4.331,DMSO,1,CS(=O)C
Suberic_acid_monomethyl_ester,COC(=O)CCCCCCC(=O)O,5.205,DMSO,1,CS(=O)C
Z-D-Glu-OBzl,C1=CC=C(C=C1)COC(=O)[C@@H](CCC(=O)O)NC(=O)OCC2=CC=CC=C2,6.478,DMSO,0,CS(=O)C
Z-D-Phg-OH,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=CC=C2)C(=O)O,0.0,DMSO,1,CS(=O)C
"meso-1,2-Dibromo-1,2-diphenylethane",C1=CC=C(C=C1)C(C(C2=CC=CC=C2)Br)Br,6.378,DMSO,0,CS(=O)C
mono-tert-Butyl_succinate,CC(C)(C)OC(=O)CCC(=O)O,5.562,DMSO,1,CS(=O)C
pentafluorobenzyl-bromide,C(C1=C(C(=C(C(=C1F)F)F)F)F)Br,6.149,DMSO,1,CS(=O)C
"trans-1,2-Bis(phenylsulfonyl)ethylene",C1=CC=C(C=C1)S(=O)(=O)/C=C/S(=O)(=O)C2=CC=CC=C2,5.493,DMSO,0,CS(=O)C
trans-4-(9-Fluorenylmethyloxycarbonylaminomethyl)-cyclohexanoic_acid,C1CC(CCC1CNC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,6.639,DMSO,0,CS(=O)C
trans-Aconitic-acid,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,0.0,DMSO,1,CS(=O)C
(1-BROMOETHYL)BENZENE,CC(C1=CC=CC=C1)Br,5.717,DMSO,1,CS(=O)C
"(2,6-Dioxo-piperidin-4-yl)-acetic_acid",C1C(CC(=O)NC1=O)CC(=O)O,0.0,DMSO,1,CS(=O)C
(2-BENZYLOXYCARBONYLAMINO-ACETYLAMINO)-ACETIC_ACID,C1=CC=C(C=C1)COC(=O)NCC(=O)NCC(=O)O,3.685,DMSO,1,CS(=O)C
(2S)-2-{[(9H-fluoren-9-ylmethoxy)carbonyl]amino}-4-hydroxybutanoic acid,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)N[C@@H](CCO)C(=O)O,3.196,DMSO,1,CS(=O)C
"(2S,5S)-1-Hydroxy-2,5-diphenylphospholane 1-oxide",C1C[C@H](P(=O)([C@@H]1C2=CC=CC=C2)O)C3=CC=CC=C3,4.103,DMSO,0,CS(=O)C
"(?S)-4-(1,1-Dimethylethoxy)-?-[[(9H-fluoren-9-ylmethoxy)carbonyl]amino]benzenebutanoic_acid",CC(C)(C)OC1=CC=C(C=C1)CC[C@@H](C(=O)O)NC(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24,6.069,DMSO,1,CS(=O)C
(R)-(-)-2-Methoxy-2-phenylethanol,CO[C@@H](CO)C1=CC=CC=C1,3.954,DMSO,1,CS(=O)C
"(S)-(-)-2-Amino-3-methyl-1,1-diphenyl-1-butanol",CC(C)[C@@H](C(C1=CC=CC=C1)(C2=CC=CC=C2)O)N,3.579,DMSO,1,CS(=O)C
(S)-Benzyl 2-(((S)-1-methoxy-4-methyl-1-oxopentan-2-yl)carbamoyl)pyrrolidine-1-carboxylate,CC(C)C[C@@H](C(=O)OC)NC(=O)[C@@H]1CCCN1C(=O)OCC2=CC=CC=C2,5.166,DMSO,1,CS(=O)C
"1,1,1-Tris(4-hydroxyphenyl)ethane",CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4.516,DMSO,1,CS(=O)C
"1,1,3-Triphenylpropargyl alcohol",C1=CC=C(C=C1)C#CC(C2=CC=CC=C2)(C3=CC=CC=C3)O,6.022,DMSO,1,CS(=O)C
"1,2-Bis(4-hydroxyphenyl)ethane-1,2-dione",C1=CC(=CC=C1C(=O)C(=O)C2=CC=C(C=C2)O)O,4.356,DMSO,1,CS(=O)C
"1,3-Bis(trifluoromethyl)-5-bromobenzene",C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,6.316,DMSO,1,CS(=O)C
"1,3-Butanediol-diacrylate",CC(CCOC(=O)C=C)OC(=O)C=C,4.994,DMSO,1,CS(=O)C
"1,3-Dimethyl 2-[(4-methoxyphenyl)methylene]propanedioate",COC1=CC=C(C=C1)C=C(C(=O)OC)C(=O)OC,5.146,DMSO,1,CS(=O)C
"1,3-Diphenylacetone_p-tosylhydrazone",CC1=CC=C(C=C1)S(=O)(=O)NN=C(CC2=CC=CC=C2)CC3=CC=CC=C3,5.997,DMSO,0,CS(=O)C
"1,4-Bis(bromomethyl)-2,3,5,6-tetrafluorobenzene_",C(C1=C(C(=C(C(=C1F)F)CBr)F)F)Br,5.996,DMSO,0,CS(=O)C
"1,4-Cyclohexanedicarboxylic-acid",C1CC(CCC1C(=O)O)C(=O)O,3.453,DMSO,0,CS(=O)C
"1,4-Dibromo-2,3-butanedione",C(C(=O)C(=O)CBr)Br,3.548,DMSO,1,CS(=O)C
1-(4-Biphenyl)-1-ethanol,CC(C1=CC=C(C=C1)C2=CC=CC=C2)O,5.219,DMSO,0,CS(=O)C
"1-(9H-Fluoren-9-ylmethyl) (2S,4S)-4-[[(1,1-dimethylethoxy)carbonyl]amino]-1,2-pyrrolidinedicarboxylate_",CC(C)(C)OC(=O)N[C@H]1C[C@H](N(C1)C(=O)OCC2C3=CC=CC=C3C4=CC=CC=C24)C(=O)O,5.46,DMSO,1,CS(=O)C
